Waktu ,SKU,Nama Barang,Jumlah Keluar,Harga Jual,Total,Catatan
10/25/17 09:56 AM,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,"Rp115,000","Rp115,000",Pesanan ID-20171025-098645
10/25/17 08:16 AM,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,"Rp120,000","Rp120,000",Pesanan ID-20171025-720612
10/25/17 08:16 AM,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,"Rp115,000","Rp115,000",Pesanan ID-20171025-576721
10/25/17 06:49 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp110,000","Rp110,000",Pesanan ID-20171025-953873
10/25/17 06:30 AM,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,"Rp110,000","Rp110,000",Pesanan ID-20171025-246367
10/25/17 06:05 AM,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171025-473072
10/25/17 06:05 AM,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,"Rp120,000","Rp120,000",Pesanan ID-20171025-473072
10/25/17 06:03 AM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171025-136606
10/25/17 05:12 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171025-974665
10/25/17 05:12 AM,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,"Rp110,000","Rp110,000",Pesanan ID-20171025-974665
10/25/17 04:51 AM,SSI-D01220357-SS-YEL,"Devibav Plain Trump Blouse (S,Yellow)",1,"Rp120,000","Rp120,000",Pesanan ID-20171025-280831
10/25/17 04:30 AM,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171025-261054
10/25/17 04:24 AM,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,Rp0,Rp0,Barang Hilang
10/25/17 03:23 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171025-061721
10/25/17 01:37 AM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171025-843118
10/25/17 01:05 AM,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171025-808122
10/25/17 12:14 AM,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",2,"Rp130,000","Rp260,000",Pesanan ID-20171024-756043
10/24/17 11:12 PM,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,"Rp110,000","Rp110,000",Pesanan ID-20171024-025344
10/24/17 11:05 PM,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,"Rp110,000","Rp110,000",Pesanan ID-20171024-721354
10/24/17 10:30 PM,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,"Rp110,000","Rp110,000",Pesanan ID-20171024-316534
10/24/17 09:15 PM,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171024-682032
10/24/17 07:59 PM,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171024-735863
10/24/17 07:59 PM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp110,000","Rp110,000",Pesanan ID-20171024-735863
10/24/17 06:38 PM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171024-660250
10/24/17 05:27 PM,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,"Rp125,000","Rp125,000",Pesanan ID-20171024-008405
10/24/17 04:15 PM,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171024-458481
10/24/17 02:40 PM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp110,000","Rp110,000",Pesanan ID-20171024-617102
10/24/17 02:40 PM,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,"Rp130,000","Rp130,000",Pesanan ID-20171024-617102
10/24/17 01:29 PM,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171024-392436
10/24/17 01:29 PM,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171024-392436
10/24/17 01:00 PM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171024-234306
10/24/17 12:59 PM,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,"Rp125,000","Rp125,000",Pesanan ID-20171024-108244
10/24/17 08:46 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp120,000","Rp120,000",Pesanan ID-20171024-270032
10/24/17 08:46 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp120,000","Rp120,000",Pesanan ID-20171024-270032
10/24/17 08:40 AM,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,"Rp120,000","Rp120,000",Pesanan ID-20171024-806466
10/24/17 08:16 AM,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,"Rp110,000","Rp110,000",Pesanan ID-20171024-486001
10/24/17 07:26 AM,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171024-687546
10/24/17 06:27 AM,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,"Rp110,000","Rp110,000",Pesanan ID-20171024-002027
10/24/17 06:27 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171024-002027
10/24/17 06:00 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp125,000","Rp125,000",Pesanan ID-20171024-236041
10/24/17 05:46 AM,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,Rp0,Rp0,Barang Rusak
10/24/17 05:21 AM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171024-675014
10/24/17 04:23 AM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171024-266376
10/24/17 04:23 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171024-266376
10/24/17 03:57 AM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171024-471358
10/24/17 03:54 AM,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,"Rp120,000","Rp120,000",Pesanan ID-20171024-882357
10/24/17 02:35 AM,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171024-550570
10/24/17 02:16 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171024-072646
10/24/17 12:28 AM,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171023-924176
10/23/17 10:34 PM,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171023-090648
10/23/17 06:06 PM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171023-284587
10/23/17 06:06 PM,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,"Rp120,000","Rp120,000",Pesanan ID-20171023-284587
10/23/17 03:28 PM,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,"Rp115,000","Rp115,000",Pesanan ID-20171023-194334
10/23/17 03:14 PM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171023-632823
10/23/17 02:35 PM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171023-198643
10/23/17 12:01 PM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171023-287650
10/23/17 11:45 AM,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,"Rp125,000","Rp125,000",Pesanan ID-20171023-381008
10/23/17 11:01 AM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171023-175276
10/23/17 11:00 AM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171023-138538
10/23/17 10:14 AM,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,"Rp120,000","Rp120,000",Pesanan ID-20171023-892580
10/23/17 07:24 AM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171023-375837
10/23/17 07:24 AM,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171023-375837
10/23/17 04:20 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171023-091060
10/23/17 03:31 AM,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,"Rp120,000","Rp120,000",Pesanan ID-20171023-882563
10/23/17 01:47 AM,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,"Rp125,000","Rp125,000",Pesanan ID-20171023-235288
10/23/17 01:47 AM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171023-235288
10/23/17 01:35 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171023-851140
10/23/17 01:35 AM,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171023-851140
10/23/17 01:05 AM,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171023-218874
10/22/17 11:53 PM,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,"Rp130,000","Rp130,000",Pesanan ID-20171022-327833
10/22/17 11:53 PM,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171022-327833
10/22/17 10:29 PM,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171022-776484
10/22/17 10:29 PM,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,"Rp115,000","Rp115,000",Pesanan ID-20171022-776484
10/22/17 12:48 PM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp125,000","Rp125,000",Pesanan ID-20171022-844251
10/22/17 12:48 PM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp115,000","Rp115,000",Pesanan ID-20171022-844251
10/22/17 12:12 PM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp110,000","Rp110,000",Pesanan ID-20171022-280460
10/22/17 12:12 PM,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,"Rp120,000","Rp120,000",Pesanan ID-20171022-280460
10/22/17 10:46 AM,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,"Rp115,000","Rp115,000",Pesanan ID-20171022-578857
10/22/17 10:46 AM,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171022-578857
10/22/17 10:04 AM,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,"Rp130,000","Rp130,000",Pesanan ID-20171022-677727
10/22/17 09:44 AM,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,"Rp125,000","Rp125,000",Pesanan ID-20171022-014568
10/22/17 09:12 AM,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171022-727681
10/22/17 09:12 AM,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171022-727681
10/22/17 08:40 AM,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,"Rp125,000","Rp125,000",Pesanan ID-20171022-591176
10/22/17 07:42 AM,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",5,"Rp115,000","Rp575,000",Pesanan ID-20171022-180805
10/22/17 07:19 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp115,000","Rp115,000",Pesanan ID-20171022-126818
10/22/17 06:17 AM,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,"Rp125,000","Rp125,000",Pesanan ID-20171022-435323
10/22/17 06:01 AM,SSI-D00791091-XL-BWH,"Zalekia Plain Casual Blouse (XL,Broken White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171022-664501
10/22/17 05:35 AM,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171022-008775
10/22/17 03:59 AM,SSI-D01466013-XX-BLA,"Salyara Plain Casual Big Blouse (XXL,Black)",1,"Rp120,000","Rp120,000",Pesanan ID-20171022-317867
10/22/17 03:59 AM,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,"Rp120,000","Rp120,000",Pesanan ID-20171022-317867
10/22/17 03:25 AM,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,"Rp125,000","Rp125,000",Pesanan ID-20171022-418720
10/21/17 01:39 PM,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171021-961855
10/21/17 01:39 PM,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171021-961855
10/21/17 11:39 AM,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171021-057574
10/21/17 11:39 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171021-057574
10/21/17 10:51 AM,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171021-988466
10/21/17 09:05 AM,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,"Rp120,000","Rp120,000",Pesanan ID-20171021-313512
10/21/17 09:05 AM,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,"Rp115,000","Rp115,000",Pesanan ID-20171021-313512
10/21/17 09:05 AM,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171021-313512
10/21/17 07:40 AM,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171021-677524
10/21/17 07:32 AM,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171021-120214
10/21/17 07:15 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp110,000","Rp110,000",Pesanan ID-20171021-198604
10/21/17 06:53 AM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp110,000","Rp110,000",Pesanan ID-20171021-421330
10/21/17 06:53 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171021-421330
10/21/17 04:52 AM,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,"Rp115,000","Rp115,000",Pesanan ID-20171021-096677
10/21/17 04:06 AM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171021-406643
10/21/17 02:09 AM,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171021-570340
10/21/17 02:02 AM,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,"Rp120,000","Rp120,000",Pesanan ID-20171021-078515
10/21/17 01:32 AM,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171021-628515
10/21/17 01:32 AM,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,"Rp120,000","Rp120,000",Pesanan ID-20171021-628515
10/20/17 11:37 PM,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,"Rp115,000","Rp115,000",Pesanan ID-20171020-681220
10/20/17 11:37 PM,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,"Rp120,000","Rp120,000",Pesanan ID-20171020-681220
10/20/17 05:38 PM,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,"Rp125,000","Rp125,000",Pesanan ID-20171020-905122
10/20/17 05:38 PM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171020-905122
10/20/17 12:39 PM,SSI-D00791091-XL-BWH,"Zalekia Plain Casual Blouse (XL,Broken White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171020-575057
10/20/17 12:39 PM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp110,000","Rp110,000",Pesanan ID-20171020-575057
10/20/17 12:21 PM,SSI-D00864652-SS-NAV,"Deklia Plain Casual Blouse (S,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171020-861476
10/20/17 12:08 PM,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,"Rp110,000","Rp110,000",Pesanan ID-20171020-566588
10/20/17 12:05 PM,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171020-553882
10/20/17 11:18 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171020-296807
10/20/17 10:39 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171020-727274
10/20/17 10:39 AM,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,"Rp120,000","Rp120,000",Pesanan ID-20171020-727274
10/20/17 07:51 AM,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,"Rp125,000","Rp125,000",Pesanan ID-20171020-020365
10/20/17 07:51 AM,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,"Rp115,000","Rp115,000",Pesanan ID-20171020-020365
10/20/17 07:44 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp120,000","Rp120,000",Pesanan ID-20171020-612004
10/20/17 07:20 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171020-486851
10/20/17 05:05 AM,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,"Rp130,000","Rp130,000",Pesanan ID-20171020-252815
10/20/17 02:55 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171020-513215
10/20/17 02:55 AM,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171020-513215
10/20/17 01:47 AM,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,"Rp125,000","Rp125,000",Pesanan ID-20171020-968363
10/20/17 01:47 AM,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171020-968363
10/20/17 01:33 AM,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,"Rp130,000","Rp130,000",Pesanan ID-20171020-225233
10/20/17 01:01 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,Rp0,Rp0,Barang Rusak
10/20/17 12:34 AM,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171020-837805
10/19/17 03:20 PM,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,"Rp110,000","Rp110,000",Pesanan ID-20171019-086730
10/19/17 02:50 PM,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171019-145558
10/19/17 01:41 PM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171019-110064
10/19/17 01:41 PM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp110,000","Rp110,000",Pesanan ID-20171019-110064
10/19/17 12:27 PM,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,"Rp130,000","Rp130,000",Pesanan ID-20171019-891072
10/19/17 12:27 PM,SSI-D00791015-LL-BWH,"Zalekia Plain Casual Blouse (L,Broken White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171019-891072
10/19/17 11:53 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp115,000","Rp115,000",Pesanan ID-20171019-532508
10/19/17 10:27 AM,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,"Rp130,000","Rp130,000",Pesanan ID-20171019-553800
10/19/17 09:59 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171019-818722
10/19/17 09:44 AM,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171019-392808
10/19/17 09:00 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171019-943426
10/19/17 08:47 AM,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,"Rp115,000","Rp115,000",Pesanan ID-20171019-437543
10/19/17 08:47 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp125,000","Rp125,000",Pesanan ID-20171019-437543
10/19/17 08:26 AM,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171019-178445
10/19/17 07:53 AM,SSI-D01326201-XL-KHA,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",1,"Rp130,000","Rp130,000",Pesanan ID-20171019-464470
10/19/17 06:15 AM,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,"Rp130,000","Rp130,000",Pesanan ID-20171019-903771
10/19/17 04:22 AM,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,"Rp130,000","Rp130,000",Pesanan ID-20171019-881555
10/19/17 03:58 AM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171019-163138
10/19/17 03:58 AM,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171019-163138
10/19/17 03:51 AM,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,"Rp130,000","Rp130,000",Pesanan ID-20171019-457578
10/18/17 11:14 PM,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,"Rp120,000","Rp120,000",Pesanan ID-20171018-173558
10/18/17 11:14 PM,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171018-173558
10/18/17 02:57 PM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp110,000","Rp110,000",Pesanan ID-20171018-271533
10/18/17 02:39 PM,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171018-377130
10/18/17 02:05 PM,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,"Rp110,000","Rp110,000",Pesanan ID-20171018-128476
10/18/17 02:05 PM,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171018-128476
